Snapshot_Month,SOW_ID,Customer_Name,Quantum/SMART,Quantum Go-Live Date,Starting_ARR,New Business_ARR,Expansion_ARR,Schedule Change_ARR,Contraction_ARR,Churn_ARR,Ending_ARR,Region,Vertical,Segment,Contract_Start_Date,Contract_End_Date,Renewal_Risk
1/1/2024,261,Crescent Point Energy,Quantum,6/24/2024,90000,0,0,0,0,0,"$90,000",,,,,,
1/1/2024,266,Dentsply,SMART,12/30/2026,239000,0,0,0,0,0,"$239,000",,,,,,
1/1/2024,286,EcoLab,Quantum,11/10/2025,765000,0,0,0,0,0,"$765,000",,,,,,
1/1/2024,294,The Estee Lauder Companies,SMART,,150540,0,0,0,0,0,"$150,540",,,,,,
1/1/2024,296,"Exelon Business Services, LLC",Quantum,10/28/2024,675000,0,0,0,0,0,"$675,000",,,,,,
1/1/2024,312,ExxonMobil Corporation,SMART,,1650000,0,0,0,0,0,"$1,650,000",,,,,,
1/1/2024,316,ExxonMobil Corporation,SMART,,710000,0,0,0,0,0,"$710,000",,,,,,
1/1/2024,367,General Mills,SMART,6/30/2027,339900,0,0,0,0,0,"$339,900",,,,,,
1/1/2024,398,"Hanesbrands, Inc",SMART,4/20/2026,187000,0,0,0,0,0,"$187,000",,,,,,
1/1/2024,408,"Hologic, Inc.",SMART,,71000,0,0,0,0,0,"$71,000",,,,,,
1/1/2024,429,IDEXX Laboratories,SMART,6/28/2026,137935,0,0,0,0,0,"$137,935",,,,,,
1/1/2024,431,II-VI Incorporated,SMART,,110000,0,0,0,0,0,"$110,000",,,,,,
1/1/2024,437,Ingram Micro,SMART,4/20/2026,105000,0,0,0,0,0,"$105,000",,,,,,
1/1/2024,439,"Integrated Micro Electronics, Inc.",SMART,,80000,0,0,0,0,0,"$80,000",,,,,,
1/1/2024,444,International Monetary Fund,SMART,,53000,0,0,0,0,0,"$53,000",,,,,,
1/1/2024,447,"Intuit, Inc.",SMART,,172500,0,0,0,0,0,"$172,500",,,,,,
1/1/2024,450,"Illinois Tool Works, Inc (ITW)",SMART,,225000,0,0,0,0,0,"$225,000",,,,,,
1/1/2024,476,Johnson Controls,SMART,12/31/2027,539376,0,0,0,0,0,"$539,376",,,,,,
1/1/2024,523,Kellanova,SMART,12/31/2027,775000,0,0,0,0,0,"$775,000",,,,,,
1/1/2024,552,"Laredo Petroleum, Inc.",SMART,6/30/2026,93000,0,19650,0,0,0,"$112,650",,,,,,
1/1/2024,558,Legal & General Resources Limited,SMART,12/30/2026,331488,0,13812,0,0,0,"$345,300",,,,,,
1/1/2024,561,Lennox International,SMART,12/31/2027,462615,0,0,0,0,0,"$462,615",,,,,,
1/1/2024,567,Lionsgate,Quantum,11/18/2024,125000,0,0,0,0,0,"$125,000",,,,,,
1/1/2024,573,"Macy's Corporation Services, Inc",Quantum,2/10/2025,116000,0,0,0,0,0,"$116,000",,,,,,
1/1/2024,580,Masco,Quantum,11/24/2025,253800,0,0,0,0,0,"$253,800",,,,,,
1/1/2024,601,McKesson Corporation,SMART,,101000,0,0,0,0,0,"$101,000",,,,,,
1/1/2024,604,Change Healthcare,SMART,,60000,0,0,0,0,0,"$60,000",,,,,,
1/1/2024,633,"Mylan, Inc.",SMART,3/31/2027,665000,0,0,0,0,0,"$665,000",,,,,,
1/1/2024,655,"Trividia Health, Inc.",SMART,,29450,0,0,0,0,0,"$29,450",,,,,,
1/1/2024,661,OGE Energy Corp.,SMART,9/30/2026,483455,0,0,0,0,0,"$483,455",,,,,,
1/1/2024,720,Royal London,Quantum,3/22/2025,210000,0,8750,0,0,0,"$218,750",,,,,,
1/1/2024,728,"Schlage Lock Company, LLC",SMART,12/31/2027,230000,0,0,0,0,0,"$230,000",,,,,,
1/1/2024,743,Serco Limited,SMART,11/30/2026,197978.4,0,0,0,0,0,"$197,978",,,,,,
1/1/2024,752,"Sidley Austin, LLP",SMART,12/30/2027,345167,0,0,0,0,0,"$345,167",,,,,,
1/1/2024,760,Spectrum Health,Quantum,2/10/2025,170000,0,0,0,0,0,"$170,000",,,,,,
1/1/2024,782,Symetra Life Insurance Company,Quantum,9/19/2027,90950,0,0,0,0,0,"$90,950",,,,,,
1/1/2024,792,Tata Global Beverages,SMART,3/30/2026,60000,0,0,0,0,0,"$60,000",,,,,,
1/1/2024,820,University of California,Quantum,3/30/2027,481000,0,0,0,0,0,"$481,000",,,,,,
1/1/2024,827,The University of Sydney,SMART,,48716,0,0,0,0,0,"$48,716",,,,,,
1/1/2024,847,"Wyndham Worldwide Operations, Inc.",SMART,,200000,0,0,0,0,0,"$200,000",,,,,,
1/1/2024,848,"Wyndham Hotel Group, LLC",SMART,,130000,0,0,0,0,0,"$130,000",,,,,,
1/1/2024,850,"Xylem, Inc.",Quantum,11/30/2026,344125.5,0,17207.5,0,0,0,"$361,333",,,,,,
1/1/2024,861,"Xylem, Inc.",SMART,11/30/2026,255000,0,12750,0,0,0,"$267,750",,,,,,
1/1/2024,864,YBS,SMART,11/30/2027,120769.2,0,0,0,0,0,"$120,769",,,,,,
1/1/2024,875,"Macy's Corporation Services, Inc",Quantum,2/10/2025,224000,0,0,0,0,0,"$224,000",,,,,,
1/1/2024,877,Oncor Electric Delivery Company LLC,SMART,6/30/2026,285675,0,0,0,0,0,"$285,675",,,,,,
1/1/2024,883,Petronas ICT SDN BHD,SMART,3/30/2027,1401000,0,0,0,0,0,"$1,401,000",,,,,,
1/1/2024,943,"Southern Company Service, Inc",SMART,6/30/2026,505000,0,0,0,0,0,"$505,000",,,,,,
1/1/2024,947,ConocoPhillips Company,SMART,3/30/2027,550000,0,0,0,0,0,"$550,000",,,,,,
1/1/2024,950,MKS Instruments,SMART,,160000,0,0,0,0,0,"$160,000",,,,,,
1/1/2024,977,Petronas ICT SDN BHD,SMART,3/30/2027,305000,0,0,0,0,0,"$305,000",,,,,,
1/1/2024,1000,Petronas ICT SDN BHD,SMART,3/30/2027,300000,0,0,0,0,0,"$300,000",,,,,,
1/1/2024,1011,Signify,SMART,12/31/2027,605000,0,0,0,0,0,"$605,000",,,,,,
1/1/2024,1028,Specsavers Optical Group Limited,SMART,,60295.3,0,0,0,0,0,"$60,295",,,,,,
1/1/2024,1035,Kiewit Corporation,SMART,3/30/2027,1523280,0,0,0,0,0,"$1,523,280",,,,,,
1/1/2024,1047,AHA,SMART,6/30/2028,60500,0,0,0,0,0,"$60,500",,,,,,
1/1/2024,1052,"BERRY PLASTICS OPCO, INC",SMART,,230000,0,0,0,0,0,"$230,000",,,,,,
1/1/2024,1066,"Southern Company Service, Inc",SMART,6/30/2026,120000,0,0,0,0,0,"$120,000",,,,,,
1/1/2024,1084,AAMC,SMART,,94686,0,0,0,0,0,"$94,686",,,,,,
1/1/2024,1091,Chivas Brothers Limited,SMART,11/30/2027,168000,0,0,0,0,0,"$168,000",,,,,,
1/1/2024,1111,Tata Steel Limited,Quantum,12/30/2026,35000,0,0,0,0,0,"$35,000",,,,,,
1/1/2024,1115,Otis Elevator Company,SMART,,145000,0,0,0,0,0,"$145,000",,,,,,
1/1/2024,1123,AkzoNobel,SMART,,78100,0,0,0,0,0,"$78,100",,,,,,
1/1/2024,1135,European Bank for Reconstruction and Development,SMART,12/31/2027,188184,0,0,0,0,0,"$188,184",,,,,,
1/1/2024,1138,Dentsply,SMART,12/30/2026,54000,0,0,0,0,0,"$54,000",,,,,,
1/1/2024,1158,Pertamina,SMART,12/31/2027,1224505.94,0,0,0,-46296.58,0,"$1,178,209",,,,,,
1/1/2024,1169,SEB Developpement SAS,SMART,12/30/2026,194986,0,0,0,0,0,"$194,986",,,,,,
1/1/2024,1175,MGM Resorts International,SMART,,125248,0,0,0,0,0,"$125,248",,,,,,
1/1/2024,1178,MDC Oil & Gas Holding Company LLC,Quantum,10/11/2025,105000,0,0,0,0,0,"$105,000",,,,,,
1/1/2024,1182,"F. Hoffman-La Roche, Ltd",SMART,12/30/2027,948000,0,92000,0,0,0,"$1,040,000",,,,,,
1/1/2024,1187,Barclays Bank UK PLC,SMART,3/30/2027,190800,0,0,0,0,0,"$190,800",,,,,,
1/1/2024,1189,CITGO Petroleum Corporation,SMART,9/30/2026,235000,0,0,0,0,0,"$235,000",,,,,,
1/1/2024,1195,American Vanguard Corporation,SMART,,50000,0,0,0,0,0,"$50,000",,,,,,
1/1/2024,1197,Asahi CE & Europe Services s.r.o.,SMART,,463980,0,0,0,0,0,"$463,980",,,,,,
1/1/2024,1202,Tesco Stores Limited,Quantum,3/25/2025,216000,0,10800,0,0,0,"$226,800",,,,,,
1/1/2024,1205,"Cheniere Energy, Inc.",SMART,12/30/2026,240000,0,0,0,0,0,"$240,000",,,,,,
1/1/2024,1209,"The TJX Companies, Inc",SMART,6/30/2026,57000,0,0,0,0,0,"$57,000",,,,,,
1/1/2024,1212,Brunei Shell Petroleum Company Sendirian Berhad,SMART,12/31/2027,800000,0,0,0,0,0,"$800,000",,,,,,
1/1/2024,1222,Kiewit Corporation,SMART,12/31/2027,41000,0,0,0,0,0,"$41,000",,,,,,
1/1/2024,1229,IDEXX Laboratories,SMART,6/28/2026,43775,0,0,0,0,0,"$43,775",,,,,,
1/1/2024,1235,DuPont,SMART,,700000,0,0,0,0,0,"$700,000",,,,,,
1/1/2024,1243,"Citigroup Technology, Inc.",Quantum,5/5/2025,585000,0,0,0,0,0,"$585,000",,,,,,
1/1/2024,1264,Walmart Inc,Quantum,3/30/2027,20000,0,0,0,0,-20000,$0,,,,,,
1/1/2024,1269,Aperam S.A,SMART,12/30/2026,107844,0,0,0,0,0,"$107,844",,,,,,
1/1/2024,1274,Erste Group Bank AG,SMART,12/30/2026,242000,0,0,0,0,0,"$242,000",,,,,,
1/1/2024,1294,Ameren Services,SMART,,187100,0,0,0,0,0,"$187,100",,,,,,
1/1/2024,1298,Carlisle Companies Incorporated,Quantum,3/30/2028,71500,0,0,0,0,0,"$71,500",,,,,,
1/1/2024,1322,"F. Hoffman-La Roche, Ltd",Quantum,12/30/2027,75000,0,0,0,0,0,"$75,000",,,,,,
1/1/2024,1338,Qatar Energy LNG,Quantum,,62400,0,0,0,0,0,"$62,400",,,,,,
1/1/2024,1341,Chevron Services Company,Quantum,12/31/2027,500000,0,0,0,0,0,"$500,000",,,,,,
1/1/2024,1361,Chevron Services Company,Quantum,12/31/2027,750000,0,0,0,0,0,"$750,000",,,,,,
1/1/2024,1362,Chevron Services Company,SMART,12/31/2027,650000,0,0,0,0,0,"$650,000",,,,,,
1/1/2024,1366,"Wyndham Hotel Group, LLC",SMART,,135000,0,0,0,0,-135000,$0,,,,,,
1/1/2024,1373,Tesco Stores Limited,Quantum,3/25/2025,66000,0,3300,0,0,0,"$69,300",,,,,,
1/1/2024,1375,The Church of Jesus Christ of Latterday Saints,SMART,12/31/2027,183340,0,0,0,0,0,"$183,340",,,,,,
1/1/2024,1377,Roche Diabetes Care GmbH,SMART,12/30/2027,93600,0,0,0,0,0,"$93,600",,,,,,
1/1/2024,1385,Tesco Stores Limited,SMART,12/30/2027,366000,0,18300,0,0,0,"$384,300",,,,,,
1/1/2024,1395,North Oil Company,SMART,3/30/2027,80000,0,0,0,0,0,"$80,000",,,,,,
1/1/2024,1402,"RPM Enterprises, Inc",SMART,,375000,0,0,0,0,0,"$375,000",,,,,,
1/1/2024,1405,Cargill Incorporated,SMART,,315000,0,0,0,0,0,"$315,000",,,,,,
1/1/2024,1411,Caterpillar Inc.,Quantum,4/15/2024,400000,0,67000,0,0,0,"$467,000",,,,,,
1/1/2024,1421,"Danone US, LLC",SMART,3/16/2026,0,105000,0,0,0,0,"$105,000",,,,,,
1/1/2024,1425,Tesco Stores Limited,Quantum,12/30/2027,42000,0,0,2100,0,0,"$44,100",,,,,,
1/1/2024,1442,"Deltek, Inc.",SMART,5/18/2026,137500,0,2500,0,0,0,"$140,000",,,,,,
1/1/2024,1445,Colorado Springs Utilities,SMART,9/30/2026,422000,0,0,0,-12000,0,"$410,000",,,,,,
1/1/2024,1454,"Telefonica Compras Electronicas, S.L.",SMART,12/31/2027,367906,0,206140,0,0,0,"$574,046",,,,,,
1/1/2024,1459,"Church & Dwight Co., Inc.",SMART,9/30/2026,170000,0,0,0,0,0,"$170,000",,,,,,
1/1/2024,1481,"Vistra Corporate
Services Company",Quantum,6/7/2025,55000,0,0,0,0,0,"$55,000",,,,,,
1/1/2024,1488,Bank of America N.A.,Quantum,,4429000,0,0,0,0,0,"$4,429,000",,,,,,
1/1/2024,1495,"Patterson Companies, Inc.",SMART,9/30/2026,390000,0,0,0,0,0,"$390,000",,,,,,
1/1/2024,1511,PTT Exploration and Production Public Company Limited,Quantum,7/1/2024,495000,0,0,0,0,0,"$495,000",,,,,,
1/1/2024,1514,Colorado Springs Utilities,SMART,9/30/2026,50000,0,12000,0,0,0,"$62,000",,,,,,
1/1/2024,1516,PUMA ENERGY INTERNATIONAL S.A.,SMART,3/30/2027,67200,0,0,0,-3700,0,"$63,500",,,,,,
1/1/2024,1520,TATA STEEL THAILAND PLC.,SMART,12/30/2026,40000,0,0,0,0,0,"$40,000",,,,,,
1/1/2024,1522,Bridgestone Asia Paific PTE LTD,SMART,6/20/2026,35000,0,0,0,0,0,"$35,000",,,,,,
1/1/2024,1535,"CORPORATIVO BIMBO, S.A. DE C.V.,",SMART,4/15/2026,78000,0,0,0,0,0,"$78,000",,,,,,
1/1/2024,1554,Tampa Electric Company,SMART,6/30/2026,114000,0,0,0,0,0,"$114,000",,,,,,
1/1/2024,1556,The Cheesecake Factory Incorporated,SMART,3/23/2026,100000,0,0,0,0,0,"$100,000",,,,,,
1/1/2024,1558,"F. Hoffman-La Roche, Ltd",Quantum,12/30/2027,495000,0,0,0,0,0,"$495,000",,,,,,
1/1/2024,1563,Carigali Hess,Quantum,12/30/2027,205000,0,0,0,0,0,"$205,000",,,,,,
1/1/2024,1568,"NV BEKAERT S.A.,",SMART,12/31/2027,616000,0,0,0,0,0,"$616,000",,,,,,
1/1/2024,1583,ENMAX Corporation,SMART,9/30/2026,45900,0,0,0,0,0,"$45,900",,,,,,
1/1/2024,1591,Party City Holdings Inc.,SMART,,90000,0,0,0,0,0,"$90,000",,,,,,
1/1/2024,1593,Rock Central LLC,Quantum,8/5/2024,697000,0,0,0,0,0,"$697,000",,,,,,
1/1/2024,1597,Thermo Fisher Scientific,SMART,9/30/2026,60400,0,0,0,0,0,"$60,400",,,,,,
1/1/2024,1609,CITGO Petroleum Corporation,SMART,9/30/2026,108000,0,0,0,0,0,"$108,000",,,,,,
1/1/2024,1611,Hindustan Coca-Cola Beverages Pvt. Ltd.,SMART,,29400,0,0,0,0,0,"$29,400",,,,,,
1/1/2024,1613,COMDATA,SMART,,109560,0,0,0,0,0,"$109,560",,,,,,
1/1/2024,1615,"Church & Dwight Co., Inc.",SMART,9/30/2026,209558.75,0,0,0,0,0,"$209,559",,,,,,
1/1/2024,1629,STOCKHOLM EXERGI AB,SMART,9/30/2026,37393.2,0,0,0,0,0,"$37,393",,,,,,
1/1/2024,1633,Tesco Stores Limited,Quantum,3/25/2025,5535,0,135,0,0,0,"$5,670",,,,,,
1/1/2024,1637,ABM,SMART,12/31/2027,13200,0,0,0,0,0,"$13,200",,,,,,
1/1/2024,1641,Amcor Singapore Pte Ltd,SMART,,70000,0,0,0,0,0,"$70,000",,,,,,
1/1/2024,1659,Pernod Ricard SA,SMART,,48763,0,0,0,0,0,"$48,763",,,,,,
1/1/2024,1664,Caterpillar Inc.,Quantum,,922000,0,0,0,0,0,"$922,000",,,,,,
1/1/2024,1682,HICOM HOLDINGS BERHAD ,SMART,,42000,0,0,0,0,0,"$42,000",,,,,,
1/1/2024,1688,Signet Group Services US Inc.,SMART,11/30/2026,65000,0,0,0,0,0,"$65,000",,,,,,
1/1/2024,1690,Signet Group Services US Inc.,SMART,11/30/2026,65000,0,0,0,0,0,"$65,000",,,,,,
1/1/2024,1694,APi Group,Quantum,11/30/2025,205000,0,0,0,0,0,"$205,000",,,,,,
1/1/2024,1697,"Bluebird Bio, Inc.",SMART,,140000,0,0,0,0,0,"$140,000",,,,,,
1/1/2024,1709,Pertamina,SMART,12/31/2027,1040863.9,0,0,-39353.37,0,0,"$1,001,511",,,,,,
1/1/2024,1717,Lenovo HK Service Ltd,Quantum,8/12/2025,270000,0,0,0,0,0,"$270,000",,,,,,
1/1/2024,1719,Alliant Credit Union,SMART,,66000,0,0,0,0,0,"$66,000",,,,,,
1/1/2024,1723,The Church of Jesus Christ of Latterday Saints,SMART,12/31/2027,120510,0,0,0,0,0,"$120,510",,,,,,
1/1/2024,1725,Vision Service Plan,SMART,,110000,0,0,0,0,0,"$110,000",,,,,,
1/1/2024,1731,Caterpillar Inc.,Quantum,4/15/2024,67000,0,0,0,0,-67000,$0,,,,,,
1/1/2024,1746,Bumi Armada Automation International Sdn Bhd,SMART,6/20/2026,32000,0,0,0,0,0,"$32,000",,,,,,
1/1/2024,1748,Bpost limited,SMART,12/31/2026,71500,0,0,0,0,0,"$71,500",,,,,,
1/1/2024,1750,NETZSCH,SMART,,25000,0,0,0,0,0,"$25,000",,,,,,
1/1/2024,1754,Royal London,Quantum,3/22/2025,27950.4,0,0,0,0,0,"$27,950",,,,,,
1/1/2024,1756,Petronas Energy Canada Ltd.,SMART,12/31/2027,415000,0,0,0,0,0,"$415,000",,,,,,
1/1/2024,1783,Antero Resources Corporation,SMART,,476000,0,0,0,0,0,"$476,000",,,,,,
1/1/2024,1787,"McCarthy Holdings, Inc.",SMART,,495000,0,0,0,0,0,"$495,000",,,,,,
1/1/2024,1803,"Husqvarna Professional Products, Inc.",Quantum,3/30/2028,50000,0,0,0,0,0,"$50,000",,,,,,
1/1/2024,1818,Paradip International Cargo Terminal Pvt. Ltd.,SMART,12/30/2026,25000,0,0,0,0,0,"$25,000",,,,,,
1/1/2024,1830,"Oceaneering International, Inc.",SMART,12/31/2027,291550,0,0,0,0,0,"$291,550",,,,,,
1/1/2024,1832,STOCKHOLM EXERGI AB,SMART,9/30/2026,16000,0,0,0,0,0,"$16,000",,,,,,
1/1/2024,1834,IFFCOTECH LIMITED,SMART,,32000,0,0,0,0,0,"$32,000",,,,,,
1/1/2024,1838,"Chargepoint, Inc.",SMART,,76000,0,0,0,0,0,"$76,000",,,,,,
1/1/2024,1840,Australian Labatory Services Pty Ltd.,SMART,,30000,0,0,0,0,0,"$30,000",,,,,,
1/1/2024,1843,Dubai Aviation Corporation,SMART,,89000,0,0,0,0,0,"$89,000",,,,,,
1/1/2024,1846,"Mattress Firm, Inc.",SMART,4/13/2026,97760,0,0,0,0,0,"$97,760",,,,,,
1/1/2024,1860,PGS Geophysical AS,SMART,12/31/2027,73000,0,0,0,0,0,"$73,000",,,,,,
1/1/2024,1862,AXA Insurance (Gulf) B.S.C ©,SMART,6/30/2026,49000,0,0,0,0,0,"$49,000",,,,,,
1/1/2024,1869,PTT Exploration and Production Public Company Limited,Quantum,7/1/2024,35000,0,0,0,0,0,"$35,000",,,,,,
1/1/2024,1873,"Ascend Performance 
Materials Holdings, Inc.",SMART,,410800,0,0,0,0,0,"$410,800",,,,,,
1/1/2024,1876,"Deciphera Pharmaceuticals, LLC",SMART,,23000,0,0,0,0,0,"$23,000",,,,,,
1/1/2024,1886,D B Power Ltd.,SMART,3/23/2026,9000,0,0,0,0,0,"$9,000",,,,,,
1/1/2024,1901,Masco,Quantum,11/24/2025,171331,0,0,0,0,0,"$171,331",,,,,,
1/1/2024,1903,Randstad nv,SMART,,77880,0,0,0,0,0,"$77,880",,,,,,
1/1/2024,1915,Eliant Inventory Solutions LP,Quantum,,80000,0,0,0,0,0,"$80,000",,,,,,
1/1/2024,1924,Signet Group Services US Inc.,SMART,11/30/2026,10000,0,0,0,0,0,"$10,000",,,,,,
1/1/2024,1931,ConocoPhillips Company,SMART,3/30/2027,1637500,0,0,0,0,0,"$1,637,500",,,,,,
1/1/2024,1932,"Church & Dwight Co., Inc.",SMART,9/30/2026,60000,0,0,0,0,0,"$60,000",,,,,,
1/1/2024,1941,The Absolut Company,SMART,11/30/2027,119748,0,0,0,0,0,"$119,748",,,,,,
1/1/2024,1957,"Cheniere Energy, Inc.",Quantum,12/30/2026,97890,0,0,0,0,0,"$97,890",,,,,,
1/1/2024,1968,The Church of Jesus Christ of Latterday Saints,SMART,12/31/2027,268000,0,0,0,0,0,"$268,000",,,,,,
1/1/2024,1971,Roche Diabetes Care GmbH,SMART,12/30/2027,90000,0,0,0,0,0,"$90,000",,,,,,
1/1/2024,1975,Signify,SMART,12/31/2027,110000,0,0,0,0,0,"$110,000",,,,,,
1/1/2024,1980,Bridgestone Asia Paific PTE LTD,SMART,6/20/2026,36500,0,0,0,0,0,"$36,500",,,,,,
1/1/2024,1982,"Apotex, Inc.",SMART,,157200,0,0,0,0,0,"$157,200",,,,,,
1/1/2024,1986,Bega Cheese Limited,SMART,12/31/2027,427800,0,0,0,-40800,0,"$387,000",,,,,,
1/1/2024,1990,ChampionX LLC,SMART,9/30/2027,920097,0,0,0,0,0,"$920,097",,,,,,
1/1/2024,1999,ELO Servicos S.A,SMART,,35920,0,0,0,0,0,"$35,920",,,,,,
1/1/2024,2018,Ragasa Industrias S.A,SMART,,61000,0,0,0,0,0,"$61,000",,,,,,
1/1/2024,2027,Celanese Corporation,SMART,4/13/2026,465000,0,0,0,0,0,"$465,000",,,,,,
1/1/2024,2037,AVX Corporation,SMART,,60000,0,0,0,0,0,"$60,000",,,,,,
1/1/2024,2043,"Dollar Financial Group, Inc.",SMART,6/30/2026,41000,0,0,0,0,0,"$41,000",,,,,,
1/1/2024,2049,The Dairy Farm Company Limited,Quantum,8/20/2025,350000,0,0,0,0,0,"$350,000",,,,,,
1/1/2024,2058,Masco,Quantum,11/24/2025,64444,0,0,0,0,0,"$64,444",,,,,,
1/1/2024,2068,Summit Materials,SMART,,152725,0,0,0,0,0,"$152,725",,,,,,
1/1/2024,2070,"Medexus Pharma, Inc.",SMART,3/30/2027,29250,0,0,0,0,0,"$29,250",,,,,,
1/1/2024,2077,Oilserv Limited,SMART,6/30/2026,100000,0,0,0,0,0,"$100,000",,,,,,
1/1/2024,2084,Filtration Group Inc.,SMART,,167725,0,0,0,0,0,"$167,725",,,,,,
1/1/2024,2087,JK Tyre Industries,Quantum,,194500,0,0,0,0,0,"$194,500",,,,,,
1/1/2024,2097,ITALIA TRASPORTO AEREO S.p.A. (ITA AIRWAYS),SMART,9/30/2026,89760,0,0,0,0,0,"$89,760",,,,,,
1/1/2024,2125,Blue Cross and Blue Shield Association,SMART,6/30/2026,272750,0,0,0,0,0,"$272,750",,,,,,
1/1/2024,2139,Browne Jacobson LLP,SMART,3/30/2027,35100,0,0,0,0,0,"$35,100",,,,,,
1/1/2024,2142,"Mattress Firm, Inc.",SMART,4/13/2026,62750,0,0,0,0,0,"$62,750",,,,,,
1/1/2024,2150,Newmont USA Limited,Quantum,3/30/2028,257725,0,0,0,0,0,"$257,725",,,,,,
1/1/2024,2152,Institut Straumann AG,SMART,11/30/2027,139629.6,0,0,0,0,0,"$139,630",,,,,,
1/1/2024,2156,ConocoPhillips Company,SMART,3/30/2027,180000,0,0,0,0,0,"$180,000",,,,,,
1/1/2024,2160,Liberty Global Corporate B.V,SMART,11/30/2027,346140,0,0,0,0,0,"$346,140",,,,,,
1/1/2024,2169,Jefferies LLC,Quantum,,625000,0,0,0,0,0,"$625,000",,,,,,
1/1/2024,2174,Pernod Ricard SA,SMART,,67100,0,0,0,0,0,"$67,100",,,,,,
1/1/2024,2180,H2 Green Steel,SMART,9/30/2026,55000,0,0,0,0,0,"$55,000",,,,,,
1/1/2024,2187,IBG LLC,Quantum,10/5/2024,190000,0,0,0,0,0,"$190,000",,,,,,
1/1/2024,2192,Cooper Tire & Rubber Company,SMART,,49400,0,0,0,0,0,"$49,400",,,,,,
1/1/2024,2199,Synopsys Inc,SMART,6/30/2027,274200,0,0,0,0,0,"$274,200",,,,,,
1/1/2024,2223,LKQ,SMART,6/30/2026,121200,0,0,0,0,0,"$121,200",,,,,,
1/1/2024,2239,GEON Performance Solutions LLC,SMART,3/30/2026,34500,0,0,0,0,0,"$34,500",,,,,,
1/1/2024,2255,Eliant Inventory Solutions LP (HPE),Quantum,,5477226.12,0,0,-1577226.12,0,0,"$3,900,000",,,,,,
1/1/2024,2256,Eliant Inventory Solutions LP (HPE),Quantum,,3651484.08,0,0,248515.92,0,0,"$3,900,000",,,,,,
1/1/2024,2268,PTT Global Chemical Public Company Limited,Quantum,6/30/2028,177500,0,0,0,0,0,"$177,500",,,,,,
1/1/2024,2276,PGS Geophysical AS,SMART,12/31/2027,10000,0,0,0,0,0,"$10,000",,,,,,
1/1/2024,2299,Thermo Fisher Scientific,SMART,9/30/2026,55000,0,0,0,0,0,"$55,000",,,,,,
1/1/2024,2305,LSG Lufthansa Service Holding AG corporation,SMART,,106920,0,0,0,0,0,"$106,920",,,,,,
1/1/2024,2307,CORE Electric Cooperative,Quantum,3/30/2027,30000,0,0,0,0,0,"$30,000",,,,,,
