SOW_ID,Customer_Name,Product_Sub_Category,2024_Contribution_Pct,2025_Contribution_Pct,2026_Contribution_Pct
2904,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Sourcing (Indirect),33.3,33.3,33.3
2904,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Contract,33.3,33.3,33.3
2904,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Supplier,33.3,33.3,33.3
2904,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Other (Pendo),0,0,0
2905,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Sourcing (Indirect),33.3,33.3,33.3
2905,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Contract,33.3,33.3,33.3
2905,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Supplier,33.3,33.3,33.3
2905,"AT&T Comunicaciones Digitales, S. de R.L. de C.V., Inc",Other (Pendo),0,0,0
2999,Athletic Greens (USA) Inc,Sourcing (Indirect),100,100,100
3000,Athletic Greens (USA) Inc,Sourcing (Indirect),100,100,100
1783,Antero Resources Corporation,Sourcing (Indirect),8.4,8.4,8.4
1783,Antero Resources Corporation,Contract,7.9,7.9,7.9
1783,Antero Resources Corporation,Supplier,7.9,7.9,7.9
1783,Antero Resources Corporation,P2O,75.8,75.8,75.8
1840,Australian Labatory Services Pty Ltd.,Sourcing (Indirect),50,50,50
1840,Australian Labatory Services Pty Ltd.,Supplier,50,50,50
3721,Australia Pacific Airports (Melborne) Pty Limited,Sourcing (Indirect),0,12.3,12.3
3721,Australia Pacific Airports (Melborne) Pty Limited,Spend,0,33.5,33.5
3721,Australia Pacific Airports (Melborne) Pty Limited,Contract,0,12.3,12.3
3721,Australia Pacific Airports (Melborne) Pty Limited,Supplier,0,12.3,12.3
3721,Australia Pacific Airports (Melborne) Pty Limited,Projects,0,12.3,12.3
3721,Australia Pacific Airports (Melborne) Pty Limited,ICM,0,12.3,12.3
3721,Australia Pacific Airports (Melborne) Pty Limited,Click,0,5,5
3722,Australia Pacific Airports (Melborne) Pty Limited,Sourcing (Indirect),0,12.3,12.3
3722,Australia Pacific Airports (Melborne) Pty Limited,Spend,0,33.5,33.5
3722,Australia Pacific Airports (Melborne) Pty Limited,Contract,0,12.3,12.3
3722,Australia Pacific Airports (Melborne) Pty Limited,Supplier,0,12.3,12.3
3722,Australia Pacific Airports (Melborne) Pty Limited,Projects,0,12.3,12.3
3722,Australia Pacific Airports (Melborne) Pty Limited,ICM,0,12.3,12.3
3722,Australia Pacific Airports (Melborne) Pty Limited,Click,0,5,5
2782,AW Rostamani Holding LLC,Sourcing (Indirect),25,25,25
2782,AW Rostamani Holding LLC,Contract,25,25,25
2782,AW Rostamani Holding LLC,Supplier,25,25,25
2782,AW Rostamani Holding LLC,P2O,16.7,16.7,16.7
2782,AW Rostamani Holding LLC,A/P,8.3,8.3,8.3
2783,AW Rostamani Holding LLC,Sourcing (Indirect),25,25,25
2783,AW Rostamani Holding LLC,Contract,25,25,25
2783,AW Rostamani Holding LLC,Supplier,25,25,25
2783,AW Rostamani Holding LLC,P2O,16.7,16.7,16.7
2783,AW Rostamani Holding LLC,A/P,8.3,8.3,8.3
2852,AW Rostamani Holding LLC,Sourcing (Indirect),25,25,25
2852,AW Rostamani Holding LLC,Contract,25,25,25
2852,AW Rostamani Holding LLC,Supplier,25,25,25
2852,AW Rostamani Holding LLC,P2O,16.7,16.7,16.7
2852,AW Rostamani Holding LLC,A/P,8.3,8.3,8.3
110,AVX Corporation,Spend,100,100,100
2037,AVX Corporation,Supplier,100,100,100
1862,AXA Insurance (Gulf) B.S.C ©,Sourcing (Indirect),50,50,50
1862,AXA Insurance (Gulf) B.S.C ©,Contract,50,50,50
3670,Bangalore International Airport Limited,Sourcing (Indirect),0,19.5,19.5
3670,Bangalore International Airport Limited,Contract,0,19.5,19.5
3670,Bangalore International Airport Limited,Supplier,0,19.5,19.5
3670,Bangalore International Airport Limited,P2O,0,27.6,27.6
3670,Bangalore International Airport Limited,A/P,0,13.8,13.8
3670,Bangalore International Airport Limited,Other (Pendo),0,0,0
3671,Bangalore International Airport Limited,Sourcing (Indirect),0,14.3,14.3
3671,Bangalore International Airport Limited,Contract,0,14.3,14.3
3671,Bangalore International Airport Limited,Supplier,0,14.3,14.3
3671,Bangalore International Airport Limited,P2O,0,38.1,38.1
3671,Bangalore International Airport Limited,A/P,0,19,19
3671,Bangalore International Airport Limited,Other (Pendo),0,0,0
1568,"NV BEKAERT S.A.,",Sourcing (Indirect),9.6,9.6,9.6
1568,"NV BEKAERT S.A.,",Spend,11.8,11.8,11.8
1568,"NV BEKAERT S.A.,",Contract,11.2,11.2,11.2
1568,"NV BEKAERT S.A.,",Supplier,9.6,9.6,9.6
1568,"NV BEKAERT S.A.,",P2O,2.4,2.4,2.4
1568,"NV BEKAERT S.A.,",A/P,0.8,0.8,0.8
1568,"NV BEKAERT S.A.,",Projects,4.3,4.3,4.3
1568,"NV BEKAERT S.A.,",Cat WB,4.3,4.3,4.3
1568,"NV BEKAERT S.A.,",Control Tower,4.9,4.9,4.9
1568,"NV BEKAERT S.A.,",Collab,18.7,18.7,18.7
1568,"NV BEKAERT S.A.,",Inventory,12.7,12.7,12.7
1568,"NV BEKAERT S.A.,",Risk Mgmt,9.6,9.6,9.6
1568,"NV BEKAERT S.A.,",Other (Pendo),0,0,0
1569,"NV BEKAERT S.A.,",Sourcing (Indirect),4.3,4.3,4.3
1569,"NV BEKAERT S.A.,",Spend,4.3,4.3,4.3
1569,"NV BEKAERT S.A.,",Contract,4.3,4.3,4.3
1569,"NV BEKAERT S.A.,",Supplier,4.3,4.3,4.3
1569,"NV BEKAERT S.A.,",P2O,27.9,27.9,27.9
1569,"NV BEKAERT S.A.,",A/P,9.3,9.3,9.3
1569,"NV BEKAERT S.A.,",Projects,4.3,4.3,4.3
1569,"NV BEKAERT S.A.,",Cat WB,4.3,4.3,4.3
1569,"NV BEKAERT S.A.,",Control Tower,4.5,4.5,4.5
1569,"NV BEKAERT S.A.,",Collab,14,14,14
1569,"NV BEKAERT S.A.,",Inventory,14,14,14
1569,"NV BEKAERT S.A.,",Risk Mgmt,4.3,4.3,4.3
119,Bank of America N.A.,Spend,100,100,100
1488,Bank of America N.A.,Sourcing (Indirect),9.8,9.8,9.8
1488,Bank of America N.A.,Contract,9.8,9.8,9.8
1488,Bank of America N.A.,Supplier,19.7,19.7,19.7
1488,Bank of America N.A.,P2O,33.9,33.9,33.9
1488,Bank of America N.A.,A/P,16.9,16.9,16.9
1488,Bank of America N.A.,Projects,9.8,9.8,9.8
1488,Bank of America N.A.,Other (Pendo),0,0,0
1489,Bank of America N.A.,Sourcing (Indirect),1.9,1.9,1.9
1489,Bank of America N.A.,Contract,1.9,1.9,1.9
1489,Bank of America N.A.,Supplier,3.8,3.8,3.8
1489,Bank of America N.A.,P2O,60.3,60.3,60.3
1489,Bank of America N.A.,A/P,30.2,30.2,30.2
1489,Bank of America N.A.,Projects,1.9,1.9,1.9
1489,Bank of America N.A.,Other (Pendo),0,0,0
3507,Bank of America N.A.,Sourcing (Indirect),0,1.9,1.9
3507,Bank of America N.A.,Contract,0,1.9,1.9
3507,Bank of America N.A.,Supplier,0,3.8,3.8
3507,Bank of America N.A.,P2O,0,60.3,60.3
3507,Bank of America N.A.,A/P,0,30.2,30.2
3507,Bank of America N.A.,Projects,0,1.9,1.9
3507,Bank of America N.A.,Other (Pendo),0,0,0
2195,Bank of America N.A.,Sourcing (Indirect),9.8,9.8,9.8
2195,Bank of America N.A.,Contract,9.8,9.8,9.8
2195,Bank of America N.A.,Supplier,19.7,19.7,19.7
2195,Bank of America N.A.,P2O,33.9,33.9,33.9
2195,Bank of America N.A.,A/P,16.9,16.9,16.9
2195,Bank of America N.A.,Projects,9.8,9.8,9.8
2195,Bank of America N.A.,Other (Pendo),0,0,0
2483,Bank of America N.A.,Projects,100,100,100
2550,Banner Bank,Sourcing (Indirect),100,100,100
2555,Bayer AG,Spend,100,100,100
3132,Bayer AG,Other (Pendo),100,100,100
1986,Bega Cheese Limited,Sourcing (Indirect),5.7,5.7,5.7
1986,Bega Cheese Limited,Spend,14.6,14.6,14.6
1986,Bega Cheese Limited,Contract,5.7,5.7,5.7
1986,Bega Cheese Limited,Supplier,6,6,6
1986,Bega Cheese Limited,P2O,36.2,36.2,36.2
1986,Bega Cheese Limited,A/P,18.1,18.1,18.1
1986,Bega Cheese Limited,Projects,5.7,5.7,5.7
1986,Bega Cheese Limited,Cat WB,5.7,5.7,5.7
1986,Bega Cheese Limited,Should Cost,2.3,2.3,2.3
1986,Bega Cheese Limited,Other (Pendo),0,0,0
2384,Bega Cheese Limited,P2O,66,66,66
2384,Bega Cheese Limited,A/P,34,34,34
1052,"BERRY PLASTICS OPCO, INC",Sourcing (Indirect),17.2,17.2,17.2
1052,"BERRY PLASTICS OPCO, INC",Spend,48.5,48.5,48.5
1052,"BERRY PLASTICS OPCO, INC",Supplier,17.2,17.2,17.2
1052,"BERRY PLASTICS OPCO, INC",Projects,17.2,17.2,17.2
2996,"Beusa Energy, LLC",Sourcing (Indirect),20,20,20
2996,"Beusa Energy, LLC",Contract,20,20,20
2996,"Beusa Energy, LLC",Supplier,20,20,20
2996,"Beusa Energy, LLC",P2O,40,40,40
2997,"Beusa Energy, LLC",Sourcing (Indirect),20,20,20
2997,"Beusa Energy, LLC",Contract,20,20,20
2997,"Beusa Energy, LLC",Supplier,20,20,20
2997,"Beusa Energy, LLC",P2O,40,40,40
3609,Bharti Airtel Limited,Sourcing (Indirect),0,8,8
3609,Bharti Airtel Limited,Spend,0,27.6,27.6
3609,Bharti Airtel Limited,Supplier,0,8,8
3609,Bharti Airtel Limited,P2O,0,32.2,32.2
3609,Bharti Airtel Limited,Projects,0,8,8
3609,Bharti Airtel Limited,ICM,0,8,8
3609,Bharti Airtel Limited,Should Cost,0,8,8
3609,Bharti Airtel Limited,Other (Pendo),0,0,0
3610,Bharti Airtel Limited,Sourcing (Indirect),0,8,8
3610,Bharti Airtel Limited,Spend,0,27.6,27.6
3610,Bharti Airtel Limited,Supplier,0,8,8
3610,Bharti Airtel Limited,P2O,0,32.2,32.2
3610,Bharti Airtel Limited,Projects,0,8,8
3610,Bharti Airtel Limited,ICM,0,8,8
3610,Bharti Airtel Limited,Should Cost,0,8,8
3610,Bharti Airtel Limited,Other (Pendo),0,0,0
149,Biogen Idec MA,Spend,100,100,100
155,Bio-Rad Laboratories,Spend,100,100,100
156,BioMarin Pharmaceutical Inc.,Spend,100,100,100
2427,"BitSight Technologies, Inc.",Contract,10,10,10
2427,"BitSight Technologies, Inc.",Supplier,10,10,10
2427,"BitSight Technologies, Inc.",P2O,53.3,53.3,53.3
2427,"BitSight Technologies, Inc.",A/P,26.7,26.7,26.7
160,"Black Hills Service Company, LLC",Spend,100,100,100
1697,"Bluebird Bio, Inc.",Spend,100,100,100
2418,Briggs & Stratton,Sourcing (Indirect),7.4,0,0
2418,Briggs & Stratton,Spend,29.6,36.6,36.6
2418,Briggs & Stratton,Contract,7.4,9.1,9.1
2418,Briggs & Stratton,Supplier,6.4,7.9,7.9
2418,Briggs & Stratton,Projects,4.5,5.6,5.6
2418,Briggs & Stratton,Should Cost,7.3,0,0
2418,Briggs & Stratton,Collab,26.6,32.9,32.9
2418,Briggs & Stratton,Click,6.1,8,8
2418,Briggs & Stratton,Other (Pendo),4.6,-0.1,-0.1
3841,Brava Energia,Sourcing (Indirect),0,33.7,33.7
3841,Brava Energia,Contract,0,30.6,30.6
3841,Brava Energia,Supplier,0,35.7,35.7
3842,Brava Energia,Sourcing (Indirect),0,33.7,33.7
3842,Brava Energia,Contract,0,30.6,30.6
3842,Brava Energia,Supplier,0,35.7,35.7
1212,Brunei Shell Petroleum Company Sendirian Berhad,Sourcing (Indirect),17.4,17.4,17.4
1212,Brunei Shell Petroleum Company Sendirian Berhad,Spend,8.7,8.7,8.7
1212,Brunei Shell Petroleum Company Sendirian Berhad,Contract,17.4,17.4,17.4
1212,Brunei Shell Petroleum Company Sendirian Berhad,Supplier,4.3,4.3,4.3
1212,Brunei Shell Petroleum Company Sendirian Berhad,P2O,47.8,47.8,47.8
1212,Brunei Shell Petroleum Company Sendirian Berhad,Projects,4.3,4.3,4.3
1213,Brunei Shell Petroleum Company Sendirian Berhad,Sourcing (Indirect),12.3,12.3,12.3
1213,Brunei Shell Petroleum Company Sendirian Berhad,Spend,1.8,1.8,1.8
1213,Brunei Shell Petroleum Company Sendirian Berhad,Contract,12.3,12.3,12.3
1213,Brunei Shell Petroleum Company Sendirian Berhad,Supplier,12.3,12.3,12.3
1213,Brunei Shell Petroleum Company Sendirian Berhad,P2O,49.1,49.1,49.1
1213,Brunei Shell Petroleum Company Sendirian Berhad,Projects,12.3,12.3,12.3
169,Walgreen (Boots),Sourcing (Indirect),19.8,19.8,19.8
169,Walgreen (Boots),Spend,25.1,25.1,25.1
169,Walgreen (Boots),Contract,19.8,19.8,19.8
169,Walgreen (Boots),Supplier,19.8,19.8,19.8
169,Walgreen (Boots),Projects,15.6,15.6,15.6
3850,"Bollhoff (China) Fastenings Co., Ltd",Sourcing (Indirect),0,51,51
3850,"Bollhoff (China) Fastenings Co., Ltd",Contract,0,49,49
3851,"Bollhoff (China) Fastenings Co., Ltd",Sourcing (Indirect),0,50,50
3851,"Bollhoff (China) Fastenings Co., Ltd",Contract,0,50,50
3694,"Boston Consulting Group, Inc.",Spend,0,100,100
3181,The Boston Consulting Group (Thailand) Ltd.,Sourcing (Indirect),100,100,100
171,Bonneville Power Administration,Sourcing (Indirect),100,100,100
3017,Bonneville Power Administration,Sourcing (Indirect),0,100,100
3446,Bonneville Power Administration,Sourcing (Indirect),0,100,100
3447,Bonneville Power Administration,Sourcing (Indirect),0,100,100
2125,Blue Cross and Blue Shield Association,Sourcing (Indirect),30,30,30
2125,Blue Cross and Blue Shield Association,Contract,30,30,30
2125,Blue Cross and Blue Shield Association,Supplier,10,10,10
2125,Blue Cross and Blue Shield Association,Projects,30,30,30
2587,Blue Cross and Blue Shield Association,P2O,100,100,100
2816,Blue Cross and Blue Shield Association,P2O,100,100,100
3869,Blue Cross and Blue Shield Association,Other (Pendo),0,100,100
3232,BUREAU VERITAS SERVICES,Contract,100,100,100
3313,BUREAU VERITAS SERVICES | Fluxym-Partner,Contract,100,100,100
1748,Bpost limited,Sourcing (Indirect),25,25,25
1748,Bpost limited,Contract,25,25,25
1748,Bpost limited,Supplier,25,25,25
1748,Bpost limited,Projects,25,25,25
3215,Bpost limited,Sourcing (Indirect),33,33,33
3215,Bpost limited,Supplier,33,33,33
3215,Bpost limited,Projects,34,34,34
3052,Bpost limited (Radical Inc),Contract,50,50,50
