Snapshot_Month,SOW_ID,Customer_Name,Quantum/SMART,Quantum Go-Live Date,Starting_ARR,New Business_ARR,Expansion_ARR,Schedule Change_ARR,Contraction_ARR,Churn_ARR,Ending_ARR,Region,Vertical,Segment,Contract_Start_Date,Contract_End_Date,Renewal_Risk
1/1/2024,234,Cincinnati Bell,Quantum,12/31/2027,90000.00,0.00,0.00,0.00,0.00,0.00,90000.00,,,,,,
1/1/2024,235,Cincinnati Bell,Quantum,12/31/2027,150000.00,0.00,0.00,0.00,0.00,0.00,150000.00,,,,,,
1/1/2024,238,Cincinnati Bell,Quantum,12/31/2027,0.00,0.00,36000.00,0.00,0.00,0.00,36000.00,,,,,,
1/1/2024,259,Cox Communications,Quantum,9/30/2027,96000.00,0.00,4800.00,0.00,0.00,0.00,100800.00,,,,,,
1/1/2024,261,Crescent Point Energy,Quantum,6/24/2024,90000.00,0.00,0.00,0.00,0.00,0.00,90000.00,,,,,,
1/1/2024,266,Dentsply,Quantum,12/30/2026,239000.00,0.00,0.00,0.00,0.00,0.00,239000.00,,,,,,
1/1/2024,286,EcoLab,Quantum,11/10/2025,765000.00,0.00,0.00,0.00,0.00,0.00,765000.00,,,,,,
1/1/2024,294,The Estee Lauder Companies,SMART,,150540.00,0.00,0.00,0.00,0.00,0.00,150540.00,,,,,,
1/1/2024,296,"Exelon Business Services, LLC",Quantum,10/28/2024,675000.00,0.00,0.00,0.00,0.00,0.00,675000.00,,,,,,
1/1/2024,312,ExxonMobil Corporation,SMART,,1650000.00,0.00,0.00,0.00,0.00,0.00,1650000.00,,,,,,
1/1/2024,316,ExxonMobil Corporation,SMART,,710000.00,0.00,0.00,0.00,0.00,0.00,710000.00,,,,,,
1/1/2024,367,General Mills,Quantum,6/30/2027,339900.00,0.00,0.00,0.00,0.00,0.00,339900.00,,,,,,
1/1/2024,398,"Hanesbrands, Inc",Quantum,1/31/2026,187000.00,0.00,0.00,0.00,0.00,0.00,187000.00,,,,,,
1/1/2024,408,"Hologic, Inc.",SMART,,71000.00,0.00,0.00,0.00,0.00,0.00,71000.00,,,,,,
1/1/2024,429,IDEXX Laboratories,Quantum,6/28/2026,137935.00,0.00,0.00,0.00,0.00,0.00,137935.00,,,,,,
1/1/2024,431,II-VI Incorporated,SMART,,110000.00,0.00,0.00,0.00,0.00,0.00,110000.00,,,,,,
1/1/2024,437,Ingram Micro,Quantum,3/30/2026,105000.00,0.00,0.00,0.00,0.00,0.00,105000.00,,,,,,
1/1/2024,439,"Integrated Micro Electronics, Inc.",SMART,,80000.00,0.00,0.00,0.00,0.00,0.00,80000.00,,,,,,
1/1/2024,444,International Monetary Fund,SMART,,53000.00,0.00,0.00,0.00,0.00,0.00,53000.00,,,,,,
1/1/2024,447,"Intuit, Inc.",SMART,,172500.00,0.00,0.00,0.00,0.00,0.00,172500.00,,,,,,
1/1/2024,450,"Illinois Tool Works, Inc (ITW)",SMART,,225000.00,0.00,0.00,0.00,0.00,0.00,225000.00,,,,,,
1/1/2024,476,Johnson Controls,Quantum,12/31/2027,539376.00,0.00,0.00,0.00,0.00,0.00,539376.00,,,,,,
1/1/2024,523,Kellanova,Quantum,12/31/2027,775000.00,0.00,0.00,0.00,0.00,0.00,775000.00,,,,,,
1/1/2024,552,"Laredo Petroleum, Inc.",Quantum,6/30/2026,93000.00,0.00,19650.00,0.00,0.00,0.00,112650.00,,,,,,
1/1/2024,558,Legal & General Resources Limited,Quantum,12/30/2026,331488.00,0.00,13812.00,0.00,0.00,0.00,345300.00,,,,,,
1/1/2024,561,Lennox International,Quantum,12/31/2027,462615.00,0.00,0.00,0.00,0.00,0.00,462615.00,,,,,,
1/1/2024,567,Lionsgate,Quantum,11/18/2024,125000.00,0.00,0.00,0.00,0.00,0.00,125000.00,,,,,,
1/1/2024,573,"Macy's Corporation Services, Inc",Quantum,2/10/2025,116000.00,0.00,0.00,0.00,0.00,0.00,116000.00,,,,,,
1/1/2024,580,Masco,Quantum,11/24/2025,253800.00,0.00,0.00,0.00,0.00,0.00,253800.00,,,,,,
1/1/2024,601,McKesson Corporation,SMART,,101000.00,0.00,0.00,0.00,0.00,0.00,101000.00,,,,,,
1/1/2024,604,Change Healthcare,SMART,,60000.00,0.00,0.00,0.00,0.00,0.00,60000.00,,,,,,
1/1/2024,633,"Mylan, Inc.",Quantum,3/31/2027,665000.00,0.00,0.00,0.00,0.00,0.00,665000.00,,,,,,
1/1/2024,655,"Trividia Health, Inc.",SMART,,29450.00,0.00,0.00,0.00,0.00,0.00,29450.00,,,,,,
1/1/2024,661,OGE Energy Corp.,Quantum,9/30/2026,483455.00,0.00,0.00,0.00,0.00,0.00,483455.00,,,,,,
1/1/2024,720,Royal London,Quantum,3/22/2025,210000.00,0.00,8750.00,0.00,0.00,0.00,218750.00,,,,,,
1/1/2024,728,"Schlage Lock Company, LLC",Quantum,12/31/2027,230000.00,0.00,0.00,0.00,0.00,0.00,230000.00,,,,,,
1/1/2024,743,Serco Limited,Quantum,11/30/2026,197978.40,0.00,0.00,0.00,0.00,0.00,197978.40,,,,,,
1/1/2024,752,"Sidley Austin, LLP",Quantum,12/30/2027,345167.00,0.00,0.00,0.00,0.00,0.00,345167.00,,,,,,
1/1/2024,760,Spectrum Health,Quantum,2/10/2025,170000.00,0.00,0.00,0.00,0.00,0.00,170000.00,,,,,,
1/1/2024,782,Symetra Life Insurance Company,Quantum,9/19/2027,90950.00,0.00,0.00,0.00,0.00,0.00,90950.00,,,,,,
1/1/2024,792,Tata Global Beverages,SMART,,60000.00,0.00,0.00,0.00,0.00,0.00,60000.00,,,,,,
1/1/2024,820,University of California,Quantum,3/30/2027,481000.00,0.00,0.00,0.00,0.00,0.00,481000.00,,,,,,
1/1/2024,827,The University of Sydney,SMART,,48716.00,0.00,0.00,0.00,0.00,0.00,48716.00,,,,,,
1/1/2024,847,"Wyndham Worldwide Operations, Inc.",SMART,,200000.00,0.00,0.00,0.00,0.00,0.00,200000.00,,,,,,
1/1/2024,848,"Wyndham Hotel Group, LLC",SMART,,130000.00,0.00,0.00,0.00,0.00,0.00,130000.00,,,,,,
1/1/2024,850,"Xylem, Inc.",Quantum,11/30/2026,344125.50,0.00,17207.50,0.00,0.00,0.00,361333.00,,,,,,
1/1/2024,861,"Xylem, Inc.",Quantum,11/30/2026,255000.00,0.00,12750.00,0.00,0.00,0.00,267750.00,,,,,,
1/1/2024,864,YBS,Quantum,11/30/2027,120769.20,0.00,0.00,0.00,0.00,0.00,120769.20,,,,,,
1/1/2024,875,"Macy's Corporation Services, Inc",Quantum,2/10/2025,224000.00,0.00,0.00,0.00,0.00,0.00,224000.00,,,,,,
1/1/2024,877,Oncor Electric Delivery Company LLC,Quantum,6/30/2026,285675.00,0.00,0.00,0.00,0.00,0.00,285675.00,,,,,,
1/1/2024,883,Petronas ICT SDN BHD,Quantum,3/30/2027,1401000.00,0.00,0.00,0.00,0.00,0.00,1401000.00,,,,,,
1/1/2024,943,"Southern Company Service, Inc",Quantum,6/30/2026,505000.00,0.00,0.00,0.00,0.00,0.00,505000.00,,,,,,
1/1/2024,947,ConocoPhillips Company,Quantum,3/30/2027,550000.00,0.00,0.00,0.00,0.00,0.00,550000.00,,,,,,
1/1/2024,950,MKS Instruments,SMART,,160000.00,0.00,0.00,0.00,0.00,0.00,160000.00,,,,,,
1/1/2024,977,Petronas ICT SDN BHD,Quantum,3/30/2027,305000.00,0.00,0.00,0.00,0.00,0.00,305000.00,,,,,,
1/1/2024,1000,Petronas ICT SDN BHD,Quantum,3/30/2027,300000.00,0.00,0.00,0.00,0.00,0.00,300000.00,,,,,,
1/1/2024,1011,Signify,Quantum,12/31/2027,605000.00,0.00,0.00,0.00,0.00,0.00,605000.00,,,,,,
1/1/2024,1028,Specsavers Optical Group Limited,SMART,,60295.30,0.00,0.00,0.00,0.00,0.00,60295.30,,,,,,
1/1/2024,1035,Kiewit Corporation,Quantum,3/30/2027,1523280.00,0.00,0.00,0.00,0.00,0.00,1523280.00,,,,,,
1/1/2024,1047,AHA,Quantum,6/30/2028,60500.00,0.00,0.00,0.00,0.00,0.00,60500.00,,,,,,
1/1/2024,1052,"BERRY PLASTICS OPCO, INC",SMART,,230000.00,0.00,0.00,0.00,0.00,0.00,230000.00,,,,,,
1/1/2024,1066,"Southern Company Service, Inc",Quantum,6/30/2026,120000.00,0.00,0.00,0.00,0.00,0.00,120000.00,,,,,,
1/1/2024,1084,AAMC,SMART,,94686.00,0.00,0.00,0.00,0.00,0.00,94686.00,,,,,,
1/1/2024,1091,Chivas Brothers Limited,Quantum,11/30/2027,168000.00,0.00,0.00,0.00,0.00,0.00,168000.00,,,,,,
1/1/2024,1111,Tata Steel Limited,Quantum,12/30/2026,35000.00,0.00,0.00,0.00,0.00,0.00,35000.00,,,,,,
1/1/2024,1115,Otis Elevator Company,SMART,,145000.00,0.00,0.00,0.00,0.00,0.00,145000.00,,,,,,
1/1/2024,1123,AkzoNobel,SMART,,78100.00,0.00,0.00,0.00,0.00,0.00,78100.00,,,,,,
1/1/2024,1135,European Bank for Reconstruction and Development,Quantum,12/31/2027,188184.00,0.00,0.00,0.00,0.00,0.00,188184.00,,,,,,
1/1/2024,1138,Dentsply,Quantum,12/30/2026,54000.00,0.00,0.00,0.00,0.00,0.00,54000.00,,,,,,
1/1/2024,1158,Pertamina,Quantum,12/31/2027,1224505.94,0.00,0.00,0.00,-46296.58,0.00,1178209.36,,,,,,
1/1/2024,1169,SEB Developpement SAS,Quantum,12/30/2026,194986.00,0.00,0.00,0.00,0.00,0.00,194986.00,,,,,,
1/1/2024,1175,MGM Resorts International,SMART,,125248.00,0.00,0.00,0.00,0.00,0.00,125248.00,,,,,,
1/1/2024,1178,MDC Oil & Gas Holding Company LLC,Quantum,10/11/2025,105000.00,0.00,0.00,0.00,0.00,0.00,105000.00,,,,,,
1/1/2024,1182,"F. Hoffman-La Roche, Ltd",Quantum,12/30/2027,948000.00,0.00,92000.00,0.00,0.00,0.00,1040000.00,,,,,,
1/1/2024,1187,Barclays Bank UK PLC,Quantum,3/30/2027,190800.00,0.00,0.00,0.00,0.00,0.00,190800.00,,,,,,
1/1/2024,1189,CITGO Petroleum Corporation,Quantum,9/30/2026,235000.00,0.00,0.00,0.00,0.00,0.00,235000.00,,,,,,
1/1/2024,1195,American Vanguard Corporation,SMART,,50000.00,0.00,0.00,0.00,0.00,0.00,50000.00,,,,,,
1/1/2024,1197,Asahi CE & Europe Services s.r.o.,SMART,,463980.00,0.00,0.00,0.00,0.00,0.00,463980.00,,,,,,
1/1/2024,1202,Tesco Stores Limited,Quantum,12/30/2027,216000.00,0.00,10800.00,0.00,0.00,0.00,226800.00,,,,,,
1/1/2024,1205,"Cheniere Energy, Inc.",Quantum,12/30/2026,240000.00,0.00,0.00,0.00,0.00,0.00,240000.00,,,,,,
1/1/2024,1209,"The TJX Companies, Inc",Quantum,6/30/2026,57000.00,0.00,0.00,0.00,0.00,0.00,57000.00,,,,,,
1/1/2024,1212,Brunei Shell Petroleum Company Sendirian Berhad,Quantum,12/31/2027,800000.00,0.00,0.00,0.00,0.00,0.00,800000.00,,,,,,
1/1/2024,1222,Kiewit Corporation,Quantum,3/30/2027,41000.00,0.00,0.00,0.00,0.00,0.00,41000.00,,,,,,
1/1/2024,1229,IDEXX Laboratories,Quantum,6/28/2026,43775.00,0.00,0.00,0.00,0.00,0.00,43775.00,,,,,,
1/1/2024,1235,DuPont,SMART,,700000.00,0.00,0.00,0.00,0.00,0.00,700000.00,,,,,,
1/1/2024,1243,"Citigroup Technology, Inc.",Quantum,5/5/2025,585000.00,0.00,0.00,0.00,0.00,0.00,585000.00,,,,,,
1/1/2024,1264,Walmart Inc,Quantum,3/30/2027,20000.00,0.00,0.00,0.00,0.00,-20000.00,0.00,,,,,,
1/1/2024,1269,Aperam S.A,Quantum,12/30/2026,107844.00,0.00,0.00,0.00,0.00,0.00,107844.00,,,,,,
1/1/2024,1274,Erste Group Bank AG,Quantum,12/30/2026,242000.00,0.00,0.00,0.00,0.00,0.00,242000.00,,,,,,
1/1/2024,1294,Ameren Services,SMART,,187100.00,0.00,0.00,0.00,0.00,0.00,187100.00,,,,,,
1/1/2024,1298,Carlisle Companies Incorporated,Quantum,3/30/2028,71500.00,0.00,0.00,0.00,0.00,0.00,71500.00,,,,,,
1/1/2024,1322,"F. Hoffman-La Roche, Ltd",Quantum,12/30/2027,75000.00,0.00,0.00,0.00,0.00,0.00,75000.00,,,,,,
1/1/2024,1338,Qatar Energy LNG,Quantum,,62400.00,0.00,0.00,0.00,0.00,0.00,62400.00,,,,,,
1/1/2024,1341,Chevron Services Company,Quantum,12/31/2027,500000.00,0.00,0.00,0.00,0.00,0.00,500000.00,,,,,,
1/1/2024,1361,Chevron Services Company,Quantum,12/31/2027,750000.00,0.00,0.00,0.00,0.00,0.00,750000.00,,,,,,
1/1/2024,1362,Chevron Services Company,Quantum,12/31/2027,650000.00,0.00,0.00,0.00,0.00,0.00,650000.00,,,,,,
1/1/2024,1366,"Wyndham Hotel Group, LLC",SMART,,135000.00,0.00,0.00,0.00,0.00,-135000.00,0.00,,,,,,
1/1/2024,1373,Tesco Stores Limited,Quantum,12/30/2027,66000.00,0.00,3300.00,0.00,0.00,0.00,69300.00,,,,,,
1/1/2024,1375,The Church of Jesus Christ of Latterday Saints,Quantum,12/31/2027,183340.00,0.00,0.00,0.00,0.00,0.00,183340.00,,,,,,
1/1/2024,1377,Roche Diabetes Care GmbH,Quantum,12/30/2027,93600.00,0.00,0.00,0.00,0.00,0.00,93600.00,,,,,,
1/1/2024,1385,Tesco Stores Limited,Quantum,12/30/2027,366000.00,0.00,18300.00,0.00,0.00,0.00,384300.00,,,,,,
1/1/2024,1395,North Oil Company,Quantum,3/30/2027,80000.00,0.00,0.00,0.00,0.00,0.00,80000.00,,,,,,
1/1/2024,1402,"RPM Enterprises, Inc",SMART,,375000.00,0.00,0.00,0.00,0.00,0.00,375000.00,,,,,,
1/1/2024,1405,Cargill Incorporated,SMART,,315000.00,0.00,0.00,0.00,0.00,0.00,315000.00,,,,,,
1/1/2024,1411,Caterpillar Inc.,Quantum,4/15/2024,400000.00,0.00,67000.00,0.00,0.00,0.00,467000.00,,,,,,
1/1/2024,1421,"Danone US, LLC",Quantum,2/28/2026,0.00,105000.00,0.00,0.00,0.00,0.00,105000.00,,,,,,
1/1/2024,1425,Tesco Stores Limited,Quantum,12/30/2027,42000.00,0.00,0.00,2100.00,0.00,0.00,44100.00,,,,,,
1/1/2024,1442,"Deltek, Inc.",Quantum,5/18/2026,137500.00,0.00,2500.00,0.00,0.00,0.00,140000.00,,,,,,
1/1/2024,1445,Colorado Springs Utilities,Quantum,9/30/2026,422000.00,0.00,0.00,0.00,-12000.00,0.00,410000.00,,,,,,
1/1/2024,1454,"Telefonica Compras Electronicas, S.L.",Quantum,12/31/2027,367906.00,0.00,206140.00,0.00,0.00,0.00,574046.00,,,,,,
1/1/2024,1459,"Church & Dwight Co., Inc.",Quantum,9/30/2026,170000.00,0.00,0.00,0.00,0.00,0.00,170000.00,,,,,,
1/1/2024,1481,"Vistra Corporate
Services Company",Quantum,6/7/2025,55000.00,0.00,0.00,0.00,0.00,0.00,55000.00,,,,,,
1/1/2024,1488,Bank of America N.A.,Quantum,,4429000.00,0.00,0.00,0.00,0.00,0.00,4429000.00,,,,,,
1/1/2024,1495,"Patterson Companies, Inc.",Quantum,9/30/2026,390000.00,0.00,0.00,0.00,0.00,0.00,390000.00,,,,,,
1/1/2024,1511,PTT Exploration and Production Public Company Limited,Quantum,,495000.00,0.00,0.00,0.00,0.00,0.00,495000.00,,,,,,
1/1/2024,1514,Colorado Springs Utilities,Quantum,9/30/2026,50000.00,0.00,12000.00,0.00,0.00,0.00,62000.00,,,,,,
1/1/2024,1516,PUMA ENERGY INTERNATIONAL S.A.,Quantum,3/30/2027,67200.00,0.00,0.00,0.00,-3700.00,0.00,63500.00,,,,,,
1/1/2024,1520,TATA STEEL THAILAND PLC.,SMART,,40000.00,0.00,0.00,0.00,0.00,0.00,40000.00,,,,,,
1/1/2024,1522,Bridgestone Asia Paific PTE LTD,Quantum,6/20/2026,35000.00,0.00,0.00,0.00,0.00,0.00,35000.00,,,,,,
1/1/2024,1535,"CORPORATIVO BIMBO, S.A. DE C.V.,",SMART,,78000.00,0.00,0.00,0.00,0.00,0.00,78000.00,,,,,,
1/1/2024,1554,Tampa Electric Company,Quantum,6/30/2026,114000.00,0.00,0.00,0.00,0.00,0.00,114000.00,,,,,,
1/1/2024,1556,The Cheesecake Factory Incorporated,Quantum,3/30/2026,100000.00,0.00,0.00,0.00,0.00,0.00,100000.00,,,,,,
1/1/2024,1558,"F. Hoffman-La Roche, Ltd",Quantum,12/30/2027,495000.00,0.00,0.00,0.00,0.00,0.00,495000.00,,,,,,
1/1/2024,1563,Carigali Hess,Quantum,12/30/2027,205000.00,0.00,0.00,0.00,0.00,0.00,205000.00,,,,,,
1/1/2024,1568,"NV BEKAERT S.A.,",Quantum,12/31/2027,616000.00,0.00,0.00,0.00,0.00,0.00,616000.00,,,,,,
1/1/2024,1583,ENMAX Corporation,Quantum,9/30/2026,45900.00,0.00,0.00,0.00,0.00,0.00,45900.00,,,,,,
1/1/2024,1591,Party City Holdings Inc.,SMART,,90000.00,0.00,0.00,0.00,0.00,0.00,90000.00,,,,,,
1/1/2024,1593,Rock Central LLC,Quantum,8/5/2024,697000.00,0.00,0.00,0.00,0.00,0.00,697000.00,,,,,,
1/1/2024,1597,Thermo Fisher Scientific,Quantum,9/30/2026,60400.00,0.00,0.00,0.00,0.00,0.00,60400.00,,,,,,
1/1/2024,1609,CITGO Petroleum Corporation,Quantum,9/30/2026,108000.00,0.00,0.00,0.00,0.00,0.00,108000.00,,,,,,
1/1/2024,1611,Hindustan Coca-Cola Beverages Pvt. Ltd.,SMART,,29400.00,0.00,0.00,0.00,0.00,0.00,29400.00,,,,,,
1/1/2024,1613,COMDATA,SMART,,109560.00,0.00,0.00,0.00,0.00,0.00,109560.00,,,,,,
1/1/2024,1615,"Church & Dwight Co., Inc.",Quantum,9/30/2026,209558.75,0.00,0.00,0.00,0.00,0.00,209558.75,,,,,,
1/1/2024,1629,STOCKHOLM EXERGI AB,Quantum,9/30/2026,37393.20,0.00,0.00,0.00,0.00,0.00,37393.20,,,,,,
1/1/2024,1633,Tesco Stores Limited,Quantum,12/30/2027,5535.00,0.00,135.00,0.00,0.00,0.00,5670.00,,,,,,
1/1/2024,1637,ABM,Quantum,12/31/2027,13200.00,0.00,0.00,0.00,0.00,0.00,13200.00,,,,,,
1/1/2024,1641,Amcor Singapore Pte Ltd,SMART,,70000.00,0.00,0.00,0.00,0.00,0.00,70000.00,,,,,,
1/1/2024,1659,Pernod Ricard SA,SMART,,48763.00,0.00,0.00,0.00,0.00,0.00,48763.00,,,,,,
1/1/2024,1664,Caterpillar Inc.,Quantum,4/15/2024,922000.00,0.00,0.00,0.00,0.00,0.00,922000.00,,,,,,
1/1/2024,1682,HICOM HOLDINGS BERHAD ,SMART,,42000.00,0.00,0.00,0.00,0.00,0.00,42000.00,,,,,,
1/1/2024,1688,Signet Group Services US Inc.,Quantum,11/30/2026,65000.00,0.00,0.00,0.00,0.00,0.00,65000.00,,,,,,
1/1/2024,1690,Signet Group Services US Inc.,Quantum,11/30/2026,65000.00,0.00,0.00,0.00,0.00,0.00,65000.00,,,,,,
1/1/2024,1694,APi Group,Quantum,9/30/2025,205000.00,0.00,0.00,0.00,0.00,0.00,205000.00,,,,,,
1/1/2024,1697,"Bluebird Bio, Inc.",SMART,,140000.00,0.00,0.00,0.00,0.00,0.00,140000.00,,,,,,
1/1/2024,1709,Pertamina,Quantum,12/31/2027,1040863.90,0.00,0.00,-39353.37,0.00,0.00,1001510.53,,,,,,
1/1/2024,1717,Lenovo HK Service Ltd,Quantum,8/12/2025,270000.00,0.00,0.00,0.00,0.00,0.00,270000.00,,,,,,
1/1/2024,1719,Alliant Credit Union,SMART,,66000.00,0.00,0.00,0.00,0.00,0.00,66000.00,,,,,,
1/1/2024,1723,The Church of Jesus Christ of Latterday Saints,Quantum,12/31/2027,120510.00,0.00,0.00,0.00,0.00,0.00,120510.00,,,,,,
1/1/2024,1725,Vision Service Plan,SMART,,110000.00,0.00,0.00,0.00,0.00,0.00,110000.00,,,,,,
1/1/2024,1731,Caterpillar Inc.,Quantum,4/15/2024,67000.00,0.00,0.00,0.00,0.00,-67000.00,0.00,,,,,,
1/1/2024,1746,Bumi Armada Automation International Sdn Bhd,Quantum,6/20/2026,32000.00,0.00,0.00,0.00,0.00,0.00,32000.00,,,,,,
1/1/2024,1748,Bpost limited,Quantum,12/31/2026,71500.00,0.00,0.00,0.00,0.00,0.00,71500.00,,,,,,
1/1/2024,1750,NETZSCH,SMART,,25000.00,0.00,0.00,0.00,0.00,0.00,25000.00,,,,,,
1/1/2024,1754,Royal London,Quantum,3/22/2025,27950.40,0.00,0.00,0.00,0.00,0.00,27950.40,,,,,,
1/1/2024,1756,Petronas Energy Canada Ltd.,Quantum,12/31/2027,415000.00,0.00,0.00,0.00,0.00,0.00,415000.00,,,,,,
1/1/2024,1783,Antero Resources Corporation,SMART,,476000.00,0.00,0.00,0.00,0.00,0.00,476000.00,,,,,,
1/1/2024,1787,"McCarthy Holdings, Inc.",SMART,,495000.00,0.00,0.00,0.00,0.00,0.00,495000.00,,,,,,
1/1/2024,1803,"Husqvarna Professional Products, Inc.",Quantum,3/30/2028,50000.00,0.00,0.00,0.00,0.00,0.00,50000.00,,,,,,
1/1/2024,1818,Paradip International Cargo Terminal Pvt. Ltd.,Quantum,12/30/2026,25000.00,0.00,0.00,0.00,0.00,0.00,25000.00,,,,,,
1/1/2024,1830,"Oceaneering International, Inc.",Quantum,12/31/2027,291550.00,0.00,0.00,0.00,0.00,0.00,291550.00,,,,,,
1/1/2024,1832,STOCKHOLM EXERGI AB,Quantum,9/30/2026,16000.00,0.00,0.00,0.00,0.00,0.00,16000.00,,,,,,
1/1/2024,1834,IFFCOTECH LIMITED,SMART,,32000.00,0.00,0.00,0.00,0.00,0.00,32000.00,,,,,,
1/1/2024,1838,"Chargepoint, Inc.",SMART,,76000.00,0.00,0.00,0.00,0.00,0.00,76000.00,,,,,,
1/1/2024,1840,Australian Labatory Services Pty Ltd.,SMART,,30000.00,0.00,0.00,0.00,0.00,0.00,30000.00,,,,,,
1/1/2024,1843,Dubai Aviation Corporation,SMART,,89000.00,0.00,0.00,0.00,0.00,0.00,89000.00,,,,,,
1/1/2024,1846,"Mattress Firm, Inc.",Quantum,3/30/2026,97760.00,0.00,0.00,0.00,0.00,0.00,97760.00,,,,,,
1/1/2024,1860,PGS Geophysical AS,Quantum,12/31/2027,73000.00,0.00,0.00,0.00,0.00,0.00,73000.00,,,,,,
1/1/2024,1862,AXA Insurance (Gulf) B.S.C ©,Quantum,6/30/2026,49000.00,0.00,0.00,0.00,0.00,0.00,49000.00,,,,,,
1/1/2024,1869,PTT Exploration and Production Public Company Limited,Quantum,,35000.00,0.00,0.00,0.00,0.00,0.00,35000.00,,,,,,
1/1/2024,1873,"Ascend Performance 
Materials Holdings, Inc.",SMART,,410800.00,0.00,0.00,0.00,0.00,0.00,410800.00,,,,,,
1/1/2024,1876,"Deciphera Pharmaceuticals, LLC",SMART,,23000.00,0.00,0.00,0.00,0.00,0.00,23000.00,,,,,,
1/1/2024,1886,D B Power Ltd.,Quantum,2/28/2026,9000.00,0.00,0.00,0.00,0.00,0.00,9000.00,,,,,,
1/1/2024,1901,Masco,Quantum,11/24/2025,171331.00,0.00,0.00,0.00,0.00,0.00,171331.00,,,,,,
1/1/2024,1903,Randstad nv,SMART,,77880.00,0.00,0.00,0.00,0.00,0.00,77880.00,,,,,,
1/1/2024,1915,Eliant Inventory Solutions LP,Quantum,,80000.00,0.00,0.00,0.00,0.00,0.00,80000.00,,,,,,
1/1/2024,1924,Signet Group Services US Inc.,Quantum,11/30/2026,10000.00,0.00,0.00,0.00,0.00,0.00,10000.00,,,,,,
1/1/2024,1931,ConocoPhillips Company,Quantum,3/30/2027,1637500.00,0.00,0.00,0.00,0.00,0.00,1637500.00,,,,,,
1/1/2024,1932,"Church & Dwight Co., Inc.",Quantum,9/30/2026,60000.00,0.00,0.00,0.00,0.00,0.00,60000.00,,,,,,
1/1/2024,1941,The Absolut Company,Quantum,11/30/2027,119748.00,0.00,0.00,0.00,0.00,0.00,119748.00,,,,,,
1/1/2024,1957,"Cheniere Energy, Inc.",Quantum,12/30/2026,97890.00,0.00,0.00,0.00,0.00,0.00,97890.00,,,,,,
1/1/2024,1968,The Church of Jesus Christ of Latterday Saints,Quantum,12/31/2027,268000.00,0.00,0.00,0.00,0.00,0.00,268000.00,,,,,,
1/1/2024,1971,Roche Diabetes Care GmbH,Quantum,12/30/2027,90000.00,0.00,0.00,0.00,0.00,0.00,90000.00,,,,,,
